Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id68;Мужской;28;Высшее;Экология;sentence18.1; - ;30B
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id69;Женский;26;Высшее;Экономика;sentence18.1; - ;30B
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence18.1; - ;30B
5;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id71;Мужской;21;Среднее профессиональное;Искусство;sentence18.1; - ;30B
4;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence18.1; - ;30B
5;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id73;Женский;30;Высшее;IT;sentence18.1; - ;30B
3;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id74;Мужской;21;Среднее общее;Учеба;sentence18.1; - ;30B
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id75;Мужской;20;Неоконченное высшее;Экономика;sentence18.1; - ;30B
1;филлер;восклицание;single; - ; - ; - ;id51;Женский;21;Неоконченное высшее;IT;filler31.1;неправильная интерпретация;25C
5;филлер;восклицание;single; - ; - ; - ;id52;Женский;20;Неоконченное высшее;IT;filler31.1;неправильная интерпретация;25C
1;филлер;восклицание;single; - ; - ; - ;id53;Мужской;20;Неоконченное высшее;IT;filler31.1;неправильная интерпретация;25C
1;филлер;восклицание;single; - ; - ; - ;id54;Женский;20;Неоконченное высшее;Психология;filler31.1;неправильная интерпретация;25C
4;филлер;восклицание;single; - ; - ; - ;id55;Мужской;23;Неоконченное высшее;IT;filler31.1;неправильная интерпретация;25C
2;филлер;восклицание;single; - ; - ; - ;id56;Мужской;20;Среднее общее;Учеба;filler31.1;неправильная интерпретация;25C
1;филлер;восклицание;single; - ; - ; - ;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;filler31.1;неправильная интерпретация;25C
1;филлер;восклицание;single; - ; - ; - ;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;filler31.1;неправильная интерпретация;25C
4;филлер;восклицание;single; - ; - ; - ;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;filler31.1;неправильная интерпретация;25C
1;филлер;восклицание;single; - ; - ; - ;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;filler31.1;неправильная интерпретация;25C
5;филлер;восклицание;single; - ; - ; - ;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;filler31.1;неправильная интерпретация;25C
1;филлер;восклицание;single; - ; - ; - ;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;filler31.1;неправильная интерпретация;25C
3;филлер;восклицание;single; - ; - ; - ;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;filler31.1;неправильная интерпретация;25C
